2019-12-01 10:11:29 UTC,remove_from_cart,5555868,1487580007675986893,,,0.43,536934816,ae7bfcab-798e-4ae4-8ffd-045634aca9d1
2019-12-01 10:11:29 UTC,view,5001,1487580010721050707,,,20.63,580179304,3e15edbd-9731-42f2-8b1f-d2d769f4ca94
2019-12-01 10:11:30 UTC,remove_from_cart,5774857,1487580005671109489,,masura,15.54,399160815,70665b3d-f559-42d0-bb44-672888d60ef5
2019-12-01 10:11:30 UTC,remove_from_cart,5774857,1487580005671109489,,masura,15.54,399160815,70665b3d-f559-42d0-bb44-672888d60ef5
2019-12-01 10:11:31 UTC,view,5818361,1487580009336930331,,igrobeauty,1.03,561147142,b3ef45ea-13f7-4c61-86f1-b86526d11b4c
2019-12-01 10:11:32 UTC,view,5789670,1487580005595612013,,,2.68,580167970,496bdba8-7a67-49b5-8812-426e68d8d9eb
2019-12-01 10:11:34 UTC,purchase,5695643,1487580013841613016,,,2.62,580168674,b532c8ab-a022-4503-b64b-6fa3fd888ae9
2019-12-01 10:11:34 UTC,remove_from_cart,5859407,1487580005671109489,,masura,2.37,399160815,70665b3d-f559-42d0-bb44-672888d60ef5
2019-12-01 10:11:34 UTC,remove_from_cart,5859407,1487580005671109489,,masura,2.37,399160815,70665b3d-f559-42d0-bb44-672888d60ef5
2019-12-01 10:11:35 UTC,view,5859402,1487580005671109489,,masura,2.37,72062431,0b332fde-11b2-415b-9438-bac4831630db
2019-12-01 10:11:35 UTC,view,5804132,1487580005461394279,,bluesky,5.24,427767108,99b5c91a-b24b-4792-893c-b92a7a186d6c
2019-12-01 10:11:37 UTC,view,5560754,1487580006300255120,,strong,194.44,430321396,8a557c67-bc6c-47ed-81a5-e6812bcf1b24
2019-12-01 10:11:37 UTC,view,5774337,1783999064136745198,,runail,4.13,579640490,9eb92bb9-7744-403c-9683-31b0d950430f
2019-12-01 10:11:38 UTC,remove_from_cart,5815662,1487580006317032337,,,0.92,399967334,e238c88e-e873-451c-b6b0-b5a386cb1a7b
2019-12-01 10:11:38 UTC,view,5814705,1783999068867920626,,smart,3.02,486634787,17dc7cc2-7981-45db-ad38-946e252acd39
2019-12-01 10:11:40 UTC,view,5849033,1487580005092295511,,uno,10.32,551450127,7a1faa0b-a58d-4f00-ab7b-1a6e011dacd6
2019-12-01 10:11:40 UTC,view,5809911,1602943681873052386,,grattol,5.24,580179396,9ff213b5-7596-4106-ab61-e3b6eaddb3fc
2019-12-01 10:11:41 UTC,cart,5698500,1487580007575323592,,ingarden,1.51,345005035,b6c6c912-544c-4132-96ae-8a3f6ad81411
2019-12-01 10:11:41 UTC,view,5854596,1487580009521479714,,polarus,22.60,477761387,6b7d6184-3f12-45e7-b0a1-96bcd4fbe172
2019-12-01 10:11:41 UTC,view,5722999,1487580005092295511,,beautix,15.71,570458268,a380ca8e-942a-485a-a08e-e5d40243a5d9
2019-12-01 10:11:42 UTC,cart,31607,1487580006317032337,,runail,3.43,536450614,b27661e3-8a97-4205-b6bd-9767731b3a2a
2019-12-01 10:11:43 UTC,view,5779403,1487580013506068678,,,12.22,417449141,1606f60e-0834-44b4-81be-e81ba4b021b1
2019-12-01 10:11:46 UTC,cart,5770032,1487580013841613016,,kapous,2.81,524441237,be2a3319-42e2-48d4-98aa-76585497770a
2019-12-01 10:11:46 UTC,remove_from_cart,5773605,1487580006317032337,,irisk,1.90,399967334,e238c88e-e873-451c-b6b0-b5a386cb1a7b
2019-12-01 10:11:46 UTC,view,5844894,1487580008313521133,,,6.22,482490492,194c3e19-96f8-49a4-9010-83de6f60325f
2019-12-01 10:11:47 UTC,cart,5816384,1783999064103190764,,irisk,5.71,580174954,12bf4242-6b51-4a06-a305-f27b4db1bc36
2019-12-01 10:11:48 UTC,cart,5896174,1487580004916134735,,,4.76,580179380,a5ebcbb4-61a1-43bc-877d-e0a19b85c67a
2019-12-01 10:11:49 UTC,view,5809910,1602943681873052386,,grattol,5.24,580179396,9ff213b5-7596-4106-ab61-e3b6eaddb3fc
2019-12-01 10:11:51 UTC,view,5786549,1715102773747384334,,italwax,9.35,574478482,1d4dd649-9e78-4d6b-8ecc-cd81263ecabe
2019-12-01 10:11:51 UTC,cart,5816384,1783999064103190764,,irisk,5.71,580174954,12bf4242-6b51-4a06-a305-f27b4db1bc36
2019-12-01 10:11:51 UTC,view,5809112,1801635223591453292,,jaguar,111.03,567730132,1dbc80e5-5582-448a-acc2-5d1b7609316d
2019-12-01 10:11:53 UTC,cart,5809335,1487580007675986893,,bpw.style,1.27,459540377,beac319a-88e8-43db-98e9-d6cd6184f444
